xflr5 v6.57,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
.plane,,,,,,,,,,,,,,,
T1-17.0 m/s-Panel,,,,,,,,,,,,,,,
QInf  =,17,m/s,,,,,,,,,,,,,
Alpha = ,3,,,,,,,,,,,,,,
Beta  = ,   0.000°,,,,,,,,,,,,,,
Phi   = ,   0.000°,,,,,,,,,,,,,,
Ctrl  = ,0,,,,,,,,,,,,,,
CL    = ,0.887273,,,,,,,,,,,,,,
Cy    = ,0,,,,,,,,,,,,,,
Cd=,0.06138,ICd=,0.048965,PCd=,0.012415,,,,,,,,,,
816,   7.915e-02,-1.52E-01,   5.968e-02,-0.214,0,0.977,   8.646e-04,-1.3708,,,,,,,
817,   1.240e-01,-1.52E-01,   6.503e-02,-0.034,0,0.999,   9.841e-04,-1.291,,,,,,,
818,   1.740e-01,-1.52E-01,   6.353e-02,0.089,0,0.996,   1.060e-03,-1.0777,,,,,,,
819,   2.258e-01,-1.52E-01,   5.614e-02,0.192,0,0.981,   1.076e-03,-0.8309,,,,,,,
820,   2.758e-01,-1.52E-01,   4.429e-02,0.271,0,0.963,   1.022e-03,-0.5681,,,,,,,
821,   3.207e-01,-1.52E-01,   3.053e-02,0.319,0,0.948,   8.913e-04,-0.3463,,,,,,,
822,   3.573e-01,-1.52E-01,   1.737e-02,0.363,0,0.932,   6.954e-04,-0.129,,,,,,,
823,   3.832e-01,-1.52E-01,   7.017e-03,0.385,0,0.923,   4.413e-04,0.0851,,,,,,,
824,   3.966e-01,-1.52E-01,   1.427e-03,0.386,0,0.922,   1.506e-04,0.2038,,,,,,,
Strip 31,,,,,,,,,,,,,,,
825,   3.966e-01,-1.30E-01,   7.233e-04,-0.208,0,-0.978,   1.663e-04,0.2417,,,,,,,
826,   3.832e-01,-1.30E-01,   3.808e-03,-0.23,0,-0.973,   4.902e-04,0.3051,,,,,,,
827,   3.573e-01,-1.30E-01,   1.006e-02,-0.238,0,-0.971,   7.812e-04,0.4232,,,,,,,
828,   3.207e-01,-1.30E-01,   1.637e-02,-0.116,0,-0.993,   9.957e-04,0.4971,,,,,,,
829,   2.758e-01,-1.30E-01,   1.698e-02,0.075,0,-0.997,   1.155e-03,0.4722,,,,,,,
830,   2.258e-01,-1.30E-01,   1.015e-02,0.19,0,-0.982,   1.259e-03,0.3531,,,,,,,
831,   1.740e-01,-1.30E-01,   1.181e-05,0.194,0,-0.981,   1.260e-03,0.1677,,,,,,,
832,   1.240e-01,-1.30E-01,-8.98E-03,0.159,0,-0.987,   1.166e-03,-0.0282,,,,,,,
833,   7.915e-02,-1.30E-01,-1.37E-02,0.039,0,-0.999,   9.897e-04,-0.1426,,,,,,,
834,   4.253e-02,-1.30E-01,-1.35E-02,-0.058,0,-0.998,   7.601e-04,-0.1343,,,,,,,
835,   1.664e-02,-1.30E-01,-1.10E-02,-0.159,0,-0.987,   4.831e-04,-0.4089,,,,,,,
836,   3.233e-03,-1.30E-01,-3.41E-03,-0.869,0,-0.494,   3.292e-04,0.6495,,,,,,,
837,   3.233e-03,-1.30E-01,   1.081e-02,-0.924,0,0.383,   4.249e-04,0.6987,,,,,,,
838,   1.664e-02,-1.30E-01,   2.944e-02,-0.721,0,0.692,   6.888e-04,-0.2613,,,,,,,
839,   4.253e-02,-1.30E-01,   4.750e-02,-0.434,0,0.901,   8.421e-04,-1.1673,,,,,,,
840,   7.915e-02,-1.30E-01,   5.968e-02,-0.214,0,0.977,   1.012e-03,-1.384,,,,,,,
841,   1.240e-01,-1.30E-01,   6.503e-02,-0.034,0,0.999,   1.152e-03,-1.3014,,,,,,,
842,   1.740e-01,-1.30E-01,   6.353e-02,0.089,0,0.996,   1.241e-03,-1.0848,,,,,,,
843,   2.258e-01,-1.30E-01,   5.614e-02,0.192,0,0.981,   1.259e-03,-0.8356,,,,,,,
844,   2.758e-01,-1.30E-01,   4.429e-02,0.271,0,0.963,   1.196e-03,-0.5713,,,,,,,
845,   3.207e-01,-1.30E-01,   3.053e-02,0.319,0,0.948,   1.044e-03,-0.3482,,,,,,,
846,   3.573e-01,-1.30E-01,   1.737e-02,0.363,0,0.932,   8.143e-04,-0.1293,,,,,,,
847,   3.832e-01,-1.30E-01,   7.017e-03,0.385,0,0.923,   5.167e-04,0.086,,,,,,,
848,   3.966e-01,-1.30E-01,   1.427e-03,0.386,0,0.922,   1.764e-04,0.2052,,,,,,,
Strip 32,,,,,,,,,,,,,,,
849,   3.966e-01,-1.04E-01,   7.233e-04,-0.208,0,-0.978,   1.865e-04,0.2433,,,,,,,
850,   3.832e-01,-1.04E-01,   3.808e-03,-0.23,0,-0.973,   5.496e-04,0.3065,,,,,,,
851,   3.573e-01,-1.04E-01,   1.006e-02,-0.238,0,-0.971,   8.760e-04,0.4243,,,,,,,
852,   3.207e-01,-1.04E-01,   1.637e-02,-0.116,0,-0.993,   1.116e-03,0.498,,,,,,,
853,   2.758e-01,-1.04E-01,   1.698e-02,0.075,0,-0.997,   1.295e-03,0.473,,,,,,,
854,   2.258e-01,-1.04E-01,   1.015e-02,0.19,0,-0.982,   1.412e-03,0.3541,,,,,,,
855,   1.740e-01,-1.04E-01,   1.181e-05,0.194,0,-0.981,   1.413e-03,0.168,,,,,,,
856,   1.240e-01,-1.04E-01,-8.98E-03,0.159,0,-0.987,   1.308e-03,-0.0287,,,,,,,
857,   7.915e-02,-1.04E-01,-1.37E-02,0.039,0,-0.999,   1.110e-03,-0.1444,,,,,,,
858,   4.253e-02,-1.04E-01,-1.35E-02,-0.058,0,-0.998,   8.523e-04,-0.1369,,,,,,,
859,   1.664e-02,-1.04E-01,-1.10E-02,-0.159,0,-0.987,   5.417e-04,-0.4127,,,,,,,
860,   3.233e-03,-1.04E-01,-3.41E-03,-0.869,0,-0.494,   3.691e-04,0.6485,,,,,,,
861,   3.233e-03,-1.04E-01,   1.081e-02,-0.924,0,0.383,   4.765e-04,0.698,,,,,,,
862,   1.664e-02,-1.04E-01,   2.944e-02,-0.721,0,0.692,   7.724e-04,-0.2664,,,,,,,
863,   4.253e-02,-1.04E-01,   4.750e-02,-0.434,0,0.901,   9.442e-04,-1.1774,,,,,,,
864,   7.915e-02,-1.04E-01,   5.968e-02,-0.214,0,0.977,   1.135e-03,-1.3951,,,,,,,
865,   1.240e-01,-1.04E-01,   6.503e-02,-0.034,0,0.999,   1.292e-03,-1.3104,,,,,,,
866,   1.740e-01,-1.04E-01,   6.353e-02,0.089,0,0.996,   1.391e-03,-1.0913,,,,,,,
867,   2.258e-01,-1.04E-01,   5.614e-02,0.192,0,0.981,   1.412e-03,-0.8397,,,,,,,
868,   2.758e-01,-1.04E-01,   4.429e-02,0.271,0,0.963,   1.341e-03,-0.574,,,,,,,
869,   3.207e-01,-1.04E-01,   3.053e-02,0.319,0,0.948,   1.170e-03,-0.3498,,,,,,,
870,   3.573e-01,-1.04E-01,   1.737e-02,0.363,0,0.932,   9.130e-04,-0.1294,,,,,,,
871,   3.832e-01,-1.04E-01,   7.017e-03,0.385,0,0.923,   5.794e-04,0.0867,,,,,,,
872,   3.966e-01,-1.04E-01,   1.427e-03,0.386,0,0.922,   1.978e-04,0.2061,,,,,,,
Strip 33,,,,,,,,,,,,,,,
873,   3.966e-01,-7.63E-02,   7.233e-04,-0.208,0,-0.978,   2.021e-04,0.2446,,,,,,,
874,   3.832e-01,-7.63E-02,   3.808e-03,-0.23,0,-0.973,   5.955e-04,0.3075,,,,,,,
875,   3.573e-01,-7.63E-02,   1.006e-02,-0.238,0,-0.971,   9.492e-04,0.4251,,,,,,,
876,   3.207e-01,-7.63E-02,   1.637e-02,-0.116,0,-0.993,   1.210e-03,0.4987,,,,,,,
877,   2.758e-01,-7.63E-02,   1.698e-02,0.075,0,-0.997,   1.403e-03,0.4737,,,,,,,
878,   2.258e-01,-7.63E-02,   1.015e-02,0.19,0,-0.982,   1.530e-03,0.3545,,,,,,,
879,   1.740e-01,-7.63E-02,   1.181e-05,0.194,0,-0.981,   1.531e-03,0.1685,,,,,,,
880,   1.240e-01,-7.63E-02,-8.98E-03,0.159,0,-0.987,   1.417e-03,-0.0291,,,,,,,
881,   7.915e-02,-7.63E-02,-1.37E-02,0.039,0,-0.999,   1.202e-03,-0.1458,,,,,,,
882,   4.253e-02,-7.63E-02,-1.35E-02,-0.058,0,-0.998,   9.235e-04,-0.1387,,,,,,,
883,   1.664e-02,-7.63E-02,-1.10E-02,-0.159,0,-0.987,   5.870e-04,-0.4136,,,,,,,
884,   3.233e-03,-7.63E-02,-3.41E-03,-0.869,0,-0.494,   4.000e-04,0.6487,,,,,,,
885,   3.233e-03,-7.63E-02,   1.081e-02,-0.924,0,0.383,   5.163e-04,0.6973,,,,,,,
886,   1.664e-02,-7.63E-02,   2.944e-02,-0.721,0,0.692,   8.369e-04,-0.27,,,,,,,
887,   4.253e-02,-7.63E-02,   4.750e-02,-0.434,0,0.901,   1.023e-03,-1.1847,,,,,,,
888,   7.915e-02,-7.63E-02,   5.968e-02,-0.214,0,0.977,   1.230e-03,-1.4035,,,,,,,
889,   1.240e-01,-7.63E-02,   6.503e-02,-0.034,0,0.999,   1.400e-03,-1.3178,,,,,,,
890,   1.740e-01,-7.63E-02,   6.353e-02,0.089,0,0.996,   1.508e-03,-1.0966,,,,,,,
891,   2.258e-01,-7.63E-02,   5.614e-02,0.192,0,0.981,   1.530e-03,-0.8432,,,,,,,
892,   2.758e-01,-7.63E-02,   4.429e-02,0.271,0,0.963,   1.453e-03,-0.576,,,,,,,
893,   3.207e-01,-7.63E-02,   3.053e-02,0.319,0,0.948,   1.268e-03,-0.3508,,,,,,,
894,   3.573e-01,-7.63E-02,   1.737e-02,0.363,0,0.932,   9.893e-04,-0.1295,,,,,,,
895,   3.832e-01,-7.63E-02,   7.017e-03,0.385,0,0.923,   6.278e-04,0.0873,,,,,,,
896,   3.966e-01,-7.63E-02,   1.427e-03,0.386,0,0.922,   2.143e-04,0.207,,,,,,,
Strip 34,,,,,,,,,,,,,,,
897,   3.966e-01,-4.66E-02,   7.233e-04,-0.208,0,-0.978,   2.127e-04,0.2456,,,,,,,
898,   3.832e-01,-4.66E-02,   3.808e-03,-0.23,0,-0.973,   6.268e-04,0.3083,,,,,,,
899,   3.573e-01,-4.66E-02,   1.006e-02,-0.238,0,-0.971,   9.990e-04,0.4256,,,,,,,
900,   3.207e-01,-4.66E-02,   1.637e-02,-0.116,0,-0.993,   1.273e-03,0.4992,,,,,,,
901,   2.758e-01,-4.66E-02,   1.698e-02,0.075,0,-0.997,   1.477e-03,0.474,,,,,,,
902,   2.258e-01,-4.66E-02,   1.015e-02,0.19,0,-0.982,   1.610e-03,0.3548,,,,,,,
903,   1.740e-01,-4.66E-02,   1.181e-05,0.194,0,-0.981,   1.611e-03,0.1688,,,,,,,
904,   1.240e-01,-4.66E-02,-8.98E-03,0.159,0,-0.987,   1.492e-03,-0.0294,,,,,,,
905,   7.915e-02,-4.66E-02,-1.37E-02,0.039,0,-0.999,   1.266e-03,-0.1467,,,,,,,
906,   4.253e-02,-4.66E-02,-1.35E-02,-0.058,0,-0.998,   9.720e-04,-0.1394,,,,,,,
907,   1.664e-02,-4.66E-02,-1.10E-02,-0.159,0,-0.987,   6.178e-04,-0.4146,,,,,,,
908,   3.233e-03,-4.66E-02,-3.41E-03,-0.869,0,-0.494,   4.210e-04,0.6489,,,,,,,
909,   3.233e-03,-4.66E-02,   1.081e-02,-0.924,0,0.383,   5.434e-04,0.6963,,,,,,,
910,   1.664e-02,-4.66E-02,   2.944e-02,-0.721,0,0.692,   8.809e-04,-0.273,,,,,,,
911,   4.253e-02,-4.66E-02,   4.750e-02,-0.434,0,0.901,   1.077e-03,-1.1894,,,,,,,
912,   7.915e-02,-4.66E-02,   5.968e-02,-0.214,0,0.977,   1.294e-03,-1.409,,,,,,,
913,   1.240e-01,-4.66E-02,   6.503e-02,-0.034,0,0.999,   1.473e-03,-1.3227,,,,,,,
914,   1.740e-01,-4.66E-02,   6.353e-02,0.089,0,0.996,   1.587e-03,-1.1003,,,,,,,
915,   2.258e-01,-4.66E-02,   5.614e-02,0.192,0,0.981,   1.610e-03,-0.8458,,,,,,,
916,   2.758e-01,-4.66E-02,   4.429e-02,0.271,0,0.963,   1.530e-03,-0.5776,,,,,,,
917,   3.207e-01,-4.66E-02,   3.053e-02,0.319,0,0.948,   1.334e-03,-0.3514,,,,,,,
918,   3.573e-01,-4.66E-02,   1.737e-02,0.363,0,0.932,   1.041e-03,-0.1296,,,,,,,
919,   3.832e-01,-4.66E-02,   7.017e-03,0.385,0,0.923,   6.608e-04,0.0876,,,,,,,
920,   3.966e-01,-4.66E-02,   1.427e-03,0.386,0,0.922,   2.256e-04,0.2075,,,,,,,
Strip 35,,,,,,,,,,,,,,,
921,   3.966e-01,-1.56E-02,   7.233e-04,-0.208,0,-0.978,   2.181e-04,0.2459,,,,,,,
922,   3.832e-01,-1.56E-02,   3.808e-03,-0.23,0,-0.973,   6.426e-04,0.3086,,,,,,,
923,   3.573e-01,-1.56E-02,   1.006e-02,-0.238,0,-0.971,   1.024e-03,0.4259,,,,,,,
924,   3.207e-01,-1.56E-02,   1.637e-02,-0.116,0,-0.993,   1.305e-03,0.4994,,,,,,,
925,   2.758e-01,-1.56E-02,   1.698e-02,0.075,0,-0.997,   1.514e-03,0.4741,,,,,,,
926,   2.258e-01,-1.56E-02,   1.015e-02,0.19,0,-0.982,   1.650e-03,0.3549,,,,,,,
927,   1.740e-01,-1.56E-02,   1.181e-05,0.194,0,-0.981,   1.652e-03,0.1688,,,,,,,
928,   1.240e-01,-1.56E-02,-8.98E-03,0.159,0,-0.987,   1.529e-03,-0.0294,,,,,,,
929,   7.915e-02,-1.56E-02,-1.37E-02,0.039,0,-0.999,   1.297e-03,-0.1466,,,,,,,
930,   4.253e-02,-1.56E-02,-1.35E-02,-0.058,0,-0.998,   9.965e-04,-0.1399,,,,,,,
931,   1.664e-02,-1.56E-02,-1.10E-02,-0.159,0,-0.987,   6.334e-04,-0.4149,,,,,,,
932,   3.233e-03,-1.56E-02,-3.41E-03,-0.869,0,-0.494,   4.316e-04,0.6491,,,,,,,
933,   3.233e-03,-1.56E-02,   1.081e-02,-0.924,0,0.383,   5.571e-04,0.6961,,,,,,,
934,   1.664e-02,-1.56E-02,   2.944e-02,-0.721,0,0.692,   9.031e-04,-0.2742,,,,,,,
935,   4.253e-02,-1.56E-02,   4.750e-02,-0.434,0,0.901,   1.104e-03,-1.1922,,,,,,,
936,   7.915e-02,-1.56E-02,   5.968e-02,-0.214,0,0.977,   1.327e-03,-1.4118,,,,,,,
937,   1.240e-01,-1.56E-02,   6.503e-02,-0.034,0,0.999,   1.511e-03,-1.3252,,,,,,,
938,   1.740e-01,-1.56E-02,   6.353e-02,0.089,0,0.996,   1.627e-03,-1.1023,,,,,,,
939,   2.258e-01,-1.56E-02,   5.614e-02,0.192,0,0.981,   1.651e-03,-0.847,,,,,,,
940,   2.758e-01,-1.56E-02,   4.429e-02,0.271,0,0.963,   1.568e-03,-0.5783,,,,,,,
941,   3.207e-01,-1.56E-02,   3.053e-02,0.319,0,0.948,   1.368e-03,-0.3518,,,,,,,
942,   3.573e-01,-1.56E-02,   1.737e-02,0.363,0,0.932,   1.068e-03,-0.1297,,,,,,,
943,   3.832e-01,-1.56E-02,   7.017e-03,0.385,0,0.923,   6.775e-04,0.0878,,,,,,,
944,   3.966e-01,-1.56E-02,   1.427e-03,0.386,0,0.922,   2.312e-04,0.2079,,,,,,,
Strip 36,,,,,,,,,,,,,,,
945,   3.966e-01,   1.564e-02,   7.233e-04,-0.208,0,-0.978,   2.181e-04,0.2459,,,,,,,
946,   3.832e-01,   1.564e-02,   3.808e-03,-0.23,0,-0.973,   6.426e-04,0.3086,,,,,,,
947,   3.573e-01,   1.564e-02,   1.006e-02,-0.238,0,-0.971,   1.024e-03,0.4259,,,,,,,
948,   3.207e-01,   1.564e-02,   1.637e-02,-0.116,0,-0.993,   1.305e-03,0.4994,,,,,,,
949,   2.758e-01,   1.564e-02,   1.698e-02,0.075,0,-0.997,   1.514e-03,0.4741,,,,,,,
950,   2.258e-01,   1.564e-02,   1.015e-02,0.19,0,-0.982,   1.650e-03,0.3549,,,,,,,
951,   1.740e-01,   1.564e-02,   1.181e-05,0.194,0,-0.981,   1.652e-03,0.1688,,,,,,,
952,   1.240e-01,   1.564e-02,-8.98E-03,0.159,0,-0.987,   1.529e-03,-0.0294,,,,,,,
953,   7.915e-02,   1.564e-02,-1.37E-02,0.039,0,-0.999,   1.297e-03,-0.1466,,,,,,,
954,   4.253e-02,   1.564e-02,-1.35E-02,-0.058,0,-0.998,   9.965e-04,-0.1399,,,,,,,
955,   1.664e-02,   1.564e-02,-1.10E-02,-0.159,0,-0.987,   6.334e-04,-0.4149,,,,,,,
956,   3.233e-03,   1.564e-02,-3.41E-03,-0.869,0,-0.494,   4.316e-04,0.6491,,,,,,,
957,   3.233e-03,   1.564e-02,   1.081e-02,-0.924,0,0.383,   5.571e-04,0.6961,,,,,,,
958,   1.664e-02,   1.564e-02,   2.944e-02,-0.721,0,0.692,   9.031e-04,-0.2742,,,,,,,
959,   4.253e-02,   1.564e-02,   4.750e-02,-0.434,0,0.901,   1.104e-03,-1.1922,,,,,,,
960,   7.915e-02,   1.564e-02,   5.968e-02,-0.214,0,0.977,   1.327e-03,-1.4118,,,,,,,
961,   1.240e-01,   1.564e-02,   6.503e-02,-0.034,0,0.999,   1.511e-03,-1.3252,,,,,,,
962,   1.740e-01,   1.564e-02,   6.353e-02,0.089,0,0.996,   1.627e-03,-1.1023,,,,,,,
963,   2.258e-01,   1.564e-02,   5.614e-02,0.192,0,0.981,   1.651e-03,-0.847,,,,,,,
964,   2.758e-01,   1.564e-02,   4.429e-02,0.271,0,0.963,   1.568e-03,-0.5783,,,,,,,
965,   3.207e-01,   1.564e-02,   3.053e-02,0.319,0,0.948,   1.368e-03,-0.3518,,,,,,,
966,   3.573e-01,   1.564e-02,   1.737e-02,0.363,0,0.932,   1.068e-03,-0.1297,,,,,,,
967,   3.832e-01,   1.564e-02,   7.017e-03,0.385,0,0.923,   6.775e-04,0.0878,,,,,,,
968,   3.966e-01,   1.564e-02,   1.427e-03,0.386,0,0.922,   2.312e-04,0.2079,,,,,,,
Strip 37,,,,,,,,,,,,,,,
969,   3.966e-01,   4.655e-02,   7.233e-04,-0.208,0,-0.978,   2.127e-04,0.2456,,,,,,,
970,   3.832e-01,   4.655e-02,   3.808e-03,-0.23,0,-0.973,   6.268e-04,0.3083,,,,,,,
971,   3.573e-01,   4.655e-02,   1.006e-02,-0.238,0,-0.971,   9.990e-04,0.4256,,,,,,,
972,   3.207e-01,   4.655e-02,   1.637e-02,-0.116,0,-0.993,   1.273e-03,0.4992,,,,,,,
973,   2.758e-01,   4.655e-02,   1.698e-02,0.075,0,-0.997,   1.477e-03,0.474,,,,,,,
974,   2.258e-01,   4.655e-02,   1.015e-02,0.19,0,-0.982,   1.610e-03,0.3548,,,,,,,
975,   1.740e-01,   4.655e-02,   1.181e-05,0.194,0,-0.981,   1.611e-03,0.1688,,,,,,,
976,   1.240e-01,   4.655e-02,-8.98E-03,0.159,0,-0.987,   1.492e-03,-0.0294,,,,,,,
977,   7.915e-02,   4.655e-02,-1.37E-02,0.039,0,-0.999,   1.266e-03,-0.1467,,,,,,,
978,   4.253e-02,   4.655e-02,-1.35E-02,-0.058,0,-0.998,   9.720e-04,-0.1394,,,,,,,
979,   1.664e-02,   4.655e-02,-1.10E-02,-0.159,0,-0.987,   6.178e-04,-0.4146,,,,,,,
980,   3.233e-03,   4.655e-02,-3.41E-03,-0.869,0,-0.494,   4.210e-04,0.6489,,,,,,,
981,   3.233e-03,   4.655e-02,   1.081e-02,-0.924,0,0.383,   5.434e-04,0.6963,,,,,,,
982,   1.664e-02,   4.655e-02,   2.944e-02,-0.721,0,0.692,   8.809e-04,-0.273,,,,,,,
983,   4.253e-02,   4.655e-02,   4.750e-02,-0.434,0,0.901,   1.077e-03,-1.1894,,,,,,,
984,   7.915e-02,   4.655e-02,   5.968e-02,-0.214,0,0.977,   1.294e-03,-1.409,,,,,,,
985,   1.240e-01,   4.655e-02,   6.503e-02,-0.034,0,0.999,   1.473e-03,-1.3227,,,,,,,
986,   1.740e-01,   4.655e-02,   6.353e-02,0.089,0,0.996,   1.587e-03,-1.1003,,,,,,,
987,   2.258e-01,   4.655e-02,   5.614e-02,0.192,0,0.981,   1.610e-03,-0.8458,,,,,,,
988,   2.758e-01,   4.655e-02,   4.429e-02,0.271,0,0.963,   1.530e-03,-0.5776,,,,,,,
989,   3.207e-01,   4.655e-02,   3.053e-02,0.319,0,0.948,   1.334e-03,-0.3514,,,,,,,
990,   3.573e-01,   4.655e-02,   1.737e-02,0.363,0,0.932,   1.041e-03,-0.1296,,,,,,,
991,   3.832e-01,   4.655e-02,   7.017e-03,0.385,0,0.923,   6.608e-04,0.0876,,,,,,,
992,   3.966e-01,   4.655e-02,   1.427e-03,0.386,0,0.922,   2.256e-04,0.2075,,,,,,,
Strip 38,,,,,,,,,,,,,,,
993,   3.966e-01,   7.630e-02,   7.233e-04,-0.208,0,-0.978,   2.021e-04,0.2446,,,,,,,
994,   3.832e-01,   7.630e-02,   3.808e-03,-0.23,0,-0.973,   5.955e-04,0.3075,,,,,,,
995,   3.573e-01,   7.630e-02,   1.006e-02,-0.238,0,-0.971,   9.492e-04,0.4251,,,,,,,
996,   3.207e-01,   7.630e-02,   1.637e-02,-0.116,0,-0.993,   1.210e-03,0.4987,,,,,,,
997,   2.758e-01,   7.630e-02,   1.698e-02,0.075,0,-0.997,   1.403e-03,0.4737,,,,,,,
998,   2.258e-01,   7.630e-02,   1.015e-02,0.19,0,-0.982,   1.530e-03,0.3545,,,,,,,
999,   1.740e-01,   7.630e-02,   1.181e-05,0.194,0,-0.981,   1.531e-03,0.1685,,,,,,,
1000,   1.240e-01,   7.630e-02,-8.98E-03,0.159,0,-0.987,   1.417e-03,-0.0291,,,,,,,
1001,   7.915e-02,   7.630e-02,-1.37E-02,0.039,0,-0.999,   1.202e-03,-0.1458,,,,,,,
1002,   4.253e-02,   7.630e-02,-1.35E-02,-0.058,0,-0.998,   9.235e-04,-0.1387,,,,,,,
1003,   1.664e-02,   7.630e-02,-1.10E-02,-0.159,0,-0.987,   5.870e-04,-0.4136,,,,,,,
1004,   3.233e-03,   7.630e-02,-3.41E-03,-0.869,0,-0.494,   4.000e-04,0.6487,,,,,,,
1005,   3.233e-03,   7.630e-02,   1.081e-02,-0.924,0,0.383,   5.163e-04,0.6973,,,,,,,
1006,   1.664e-02,   7.630e-02,   2.944e-02,-0.721,0,0.692,   8.369e-04,-0.27,,,,,,,
1007,   4.253e-02,   7.630e-02,   4.750e-02,-0.434,0,0.901,   1.023e-03,-1.1847,,,,,,,
1008,   7.915e-02,   7.630e-02,   5.968e-02,-0.214,0,0.977,   1.230e-03,-1.4035,,,,,,,
1009,   1.240e-01,   7.630e-02,   6.503e-02,-0.034,0,0.999,   1.400e-03,-1.3178,,,,,,,
1010,   1.740e-01,   7.630e-02,   6.353e-02,0.089,0,0.996,   1.508e-03,-1.0966,,,,,,,
1011,   2.258e-01,   7.630e-02,   5.614e-02,0.192,0,0.981,   1.530e-03,-0.8432,,,,,,,
1012,   2.758e-01,   7.630e-02,   4.429e-02,0.271,0,0.963,   1.453e-03,-0.576,,,,,,,
1013,   3.207e-01,   7.630e-02,   3.053e-02,0.319,0,0.948,   1.268e-03,-0.3508,,,,,,,
1014,   3.573e-01,   7.630e-02,   1.737e-02,0.363,0,0.932,   9.893e-04,-0.1295,,,,,,,
1015,   3.832e-01,   7.630e-02,   7.017e-03,0.385,0,0.923,   6.278e-04,0.0873,,,,,,,
1016,   3.966e-01,   7.630e-02,   1.427e-03,0.386,0,0.922,   2.143e-04,0.207,,,,,,,
Strip 39,,,,,,,,,,,,,,,
1017,   3.966e-01,   1.042e-01,   7.233e-04,-0.208,0,-0.978,   1.865e-04,0.2433,,,,,,,
1018,   3.832e-01,   1.042e-01,   3.808e-03,-0.23,0,-0.973,   5.496e-04,0.3065,,,,,,,
1019,   3.573e-01,   1.042e-01,   1.006e-02,-0.238,0,-0.971,   8.760e-04,0.4243,,,,,,,
1020,   3.207e-01,   1.042e-01,   1.637e-02,-0.116,0,-0.993,   1.116e-03,0.498,,,,,,,
1021,   2.758e-01,   1.042e-01,   1.698e-02,0.075,0,-0.997,   1.295e-03,0.473,,,,,,,
1022,   2.258e-01,   1.042e-01,   1.015e-02,0.19,0,-0.982,   1.412e-03,0.3541,,,,,,,
1023,   1.740e-01,   1.042e-01,   1.181e-05,0.194,0,-0.981,   1.413e-03,0.168,,,,,,,
1024,   1.240e-01,   1.042e-01,-8.98E-03,0.159,0,-0.987,   1.308e-03,-0.0287,,,,,,,
1025,   7.915e-02,   1.042e-01,-1.37E-02,0.039,0,-0.999,   1.110e-03,-0.1444,,,,,,,
1026,   4.253e-02,   1.042e-01,-1.35E-02,-0.058,0,-0.998,   8.523e-04,-0.1369,,,,,,,
1027,   1.664e-02,   1.042e-01,-1.10E-02,-0.159,0,-0.987,   5.417e-04,-0.4127,,,,,,,
1028,   3.233e-03,   1.042e-01,-3.41E-03,-0.869,0,-0.494,   3.691e-04,0.6485,,,,,,,
1029,   3.233e-03,   1.042e-01,   1.081e-02,-0.924,0,0.383,   4.765e-04,0.698,,,,,,,
1030,   1.664e-02,   1.042e-01,   2.944e-02,-0.721,0,0.692,   7.724e-04,-0.2664,,,,,,,
1031,   4.253e-02,   1.042e-01,   4.750e-02,-0.434,0,0.901,   9.442e-04,-1.1774,,,,,,,
1032,   7.915e-02,   1.042e-01,   5.968e-02,-0.214,0,0.977,   1.135e-03,-1.3951,,,,,,,
1033,   1.240e-01,   1.042e-01,   6.503e-02,-0.034,0,0.999,   1.292e-03,-1.3104,,,,,,,
1034,   1.740e-01,   1.042e-01,   6.353e-02,0.089,0,0.996,   1.391e-03,-1.0913,,,,,,,
1035,   2.258e-01,   1.042e-01,   5.614e-02,0.192,0,0.981,   1.412e-03,-0.8397,,,,,,,
1036,   2.758e-01,   1.042e-01,   4.429e-02,0.271,0,0.963,   1.341e-03,-0.574,,,,,,,
1037,   3.207e-01,   1.042e-01,   3.053e-02,0.319,0,0.948,   1.170e-03,-0.3498,,,,,,,
1038,   3.573e-01,   1.042e-01,   1.737e-02,0.363,0,0.932,   9.130e-04,-0.1294,,,,,,,
1039,   3.832e-01,   1.042e-01,   7.017e-03,0.385,0,0.923,   5.794e-04,0.0867,,,,,,,
1040,   3.966e-01,   1.042e-01,   1.427e-03,0.386,0,0.922,   1.978e-04,0.2061,,,,,,,
Strip 40,,,,,,,,,,,,,,,
1041,   3.966e-01,   1.295e-01,   7.233e-04,-0.208,0,-0.978,   1.663e-04,0.2417,,,,,,,
1042,   3.832e-01,   1.295e-01,   3.808e-03,-0.23,0,-0.973,   4.902e-04,0.3051,,,,,,,
1043,   3.573e-01,   1.295e-01,   1.006e-02,-0.238,0,-0.971,   7.812e-04,0.4232,,,,,,,
1044,   3.207e-01,   1.295e-01,   1.637e-02,-0.116,0,-0.993,   9.957e-04,0.4971,,,,,,,
1045,   2.758e-01,   1.295e-01,   1.698e-02,0.075,0,-0.997,   1.155e-03,0.4722,,,,,,,
1046,   2.258e-01,   1.295e-01,   1.015e-02,0.19,0,-0.982,   1.259e-03,0.3531,,,,,,,
1047,   1.740e-01,   1.295e-01,   1.181e-05,0.194,0,-0.981,   1.260e-03,0.1677,,,,,,,
1048,   1.240e-01,   1.295e-01,-8.98E-03,0.159,0,-0.987,   1.166e-03,-0.0282,,,,,,,
1049,   7.915e-02,   1.295e-01,-1.37E-02,0.039,0,-0.999,   9.897e-04,-0.1426,,,,,,,
